"observation","specname","latitude","longitude","carp_color"
"44046",254168,"Cuphophyllus angustifolius (Murrill) Bon",42.2618,-83.07095,0
"46998",215080,"Cuphophyllus angustifolius (Murrill) Bon",39.8039,-84.9701,0
"46999",215080,"Cuphophyllus angustifolius (Murrill) Bon",39.8039,-84.9701,0
"5478",261688,"Cuphophyllus borealis (Peck) Bon",42.70285,-80.3454,0
"7335",259886,"Cuphophyllus colemannianus (A. Bloxam) Bon",48.5651,-124.3985,0
"32097",232034,"Cuphophyllus colemannianus (A. Bloxam) Bon",31.6111,-94.64265,0
"36476",225468,"Cuphophyllus colemannianus (A. Bloxam) Bon",42.8341,-80.1493,0
"60811",202321,"Cuphophyllus colemannianus (A. Bloxam) Bon",37.025,-122.058,0
"63837",196295,"Cuphophyllus colemannianus (A. Bloxam) Bon",37.2406,-122.0915,0
"677",268919,"Cuphophyllus (Donk) Bon",37.81525,-122.163,0
"1002",268481,"Cuphophyllus (Donk) Bon",37.90615,-122.2665,0
"2880",265959,"Cuphophyllus (Donk) Bon",38.0427,-122.8155,0
"2881",265959,"Cuphophyllus (Donk) Bon",38.0427,-122.8155,0
"2893",265929,"Cuphophyllus (Donk) Bon",37.9351,-122.145,0
"4151",263987,"Cuphophyllus (Donk) Bon",37.9033,-122.255,0
"4759",263093,"Cuphophyllus (Donk) Bon",47.49585,-121.7875,0
"5442",261836,"Cuphophyllus (Donk) Bon",42.8341,-80.1493,0
"6385",262266,"Cuphophyllus (Donk) Bon",42.8341,-80.1493,0
"23461",242935,"Cuphophyllus (Donk) Bon",41.13225,-76.15375,0
"36378",226438,"Cuphophyllus (Donk) Bon",36.9904,-122.059,0
"42927",224477,"Cuphophyllus (Donk) Bon",39.3544,-86.3493,0
"42928",224476,"Cuphophyllus (Donk) Bon",39.3544,-86.3493,0
"55135",207805,"Cuphophyllus (Donk) Bon",42.70235,-76.75165,0
"55691",207213,"Cuphophyllus (Donk) Bon",41.2388,-76.1,0
"60840",203417,"Cuphophyllus (Donk) Bon",30.56305,-96.2177,0
"63252",196721,"Cuphophyllus (Donk) Bon",38.4416,-122.508,0
"63684",196513,"Cuphophyllus (Donk) Bon",32.4909,-94.77845,0
"1076",268354,"Cuphophyllus graveolens",37.9781,-122.2685,0
"5428",261912,"Cuphophyllus lacmus (Schumach.) Bon",39.95145,-74.9959,0
"5446",261832,"Cuphophyllus lacmus (Schumach.) Bon",42.8341,-80.1493,0
"63867",196265,"Cuphophyllus lawrencei (Hesler & A.H. Sm.) comb. prov.",37.2406,-122.0915,0
"64260",196505,"Cuphophyllus lawrencei (Hesler & A.H. Sm.) comb. prov.",38.57535,-123.313,0
"9323",257436,"Cuphophyllus niveus (Scop.) Bon",44.6663,-88.08285,0
"3386",265370,"Cuphophyllus pratensis f. pallidifolius Bon & Jamoni",35.8725,-78.761,0
"518",269228,"Cuphophyllus pratensis (Fr.) Bon",37.8997,-122.248,0
"982",268626,"Cuphophyllus pratensis (Fr.) Bon",37.8997,-122.248,0
"1008",268475,"Cuphophyllus pratensis (Fr.) Bon",37.90585,-122.267,0
"1643",267458,"Cuphophyllus pratensis (Fr.) Bon",38.01575,-122.6625,0
"2720",266080,"Cuphophyllus pratensis (Fr.) Bon",35.8725,-78.761,0
"2997",265820,"Cuphophyllus pratensis (Fr.) Bon",38.57535,-123.313,0
"5441",261837,"Cuphophyllus pratensis (Fr.) Bon",42.8341,-80.1493,0
"5460",262334,"Cuphophyllus pratensis (Fr.) Bon",48.15955,-122.678,0
"5909",261031,"Cuphophyllus pratensis (Fr.) Bon",42.8341,-80.1493,0
"6767",259922,"Cuphophyllus pratensis (Fr.) Bon",42.6643,-80.5223,0
"34887",227123,"Cuphophyllus pratensis (Fr.) Bon",37.87415,-122.2385,0
"36115",225824,"Cuphophyllus pratensis (Fr.) Bon",37.87415,-122.2385,0
"36817",250369,"Cuphophyllus pratensis (Fr.) Bon",39.8039,-84.9701,0
"36951",224983,"Cuphophyllus pratensis (Fr.) Bon",48.5215,-123.4155,0
"38233",223299,"Cuphophyllus pratensis (Fr.) Bon",40.6439,-80.56065,0
"44477",247243,"Cuphophyllus pratensis (Fr.) Bon",35.60885,-82.32775,0
"46997",215088,"Cuphophyllus pratensis (Fr.) Bon",39.8004,-84.96135,0
"47782",214477,"Cuphophyllus pratensis (Fr.) Bon",38.4879,-78.3261,0
"55513",207702,"Cuphophyllus pratensis (Fr.) Bon",41.08175,-75.89205,0
"55989",206897,"Cuphophyllus pratensis (Fr.) Bon",42.82125,-80.14945,0
"56377",206483,"Cuphophyllus pratensis (Fr.) Bon",42.78625,-80.198,0
"56565",206312,"Cuphophyllus pratensis (Fr.) Bon",42.78625,-80.198,0
"61629",199316,"Cuphophyllus pratensis (Fr.) Bon",37.16705,-122.311,0
"63029",197010,"Cuphophyllus pratensis (Fr.) Bon",37.8697,-122.282,0
"1210",267985,"Cuphophyllus pratensis group",38.57535,-123.313,0
"63875",196257,"Cuphophyllus pratensis group",37.8329,-122.1655,0
"61628",199317,"Cuphophyllus pratensis var. pallidus (Cooke) Bon",37.16705,-122.311,0
"61778",199004,"Cuphophyllus pratensis var. pallidus (Cooke) Bon",36.9954,-122.043,0
"2593",267742,"Cuphophyllus pratensis var. robustus (Hesler & A.H. Sm.) Bon",39.0376,-84.32155,0
"318",269765,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",37.80725,-122.158,0
"883",268631,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",38.7169,-123.459,0
"1368",267800,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",38.57535,-123.313,0
"2868",265992,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",38.0427,-122.8155,0
"2906",265881,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",37.9351,-122.145,0
"3146",265620,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",37.92145,-122.197,0
"37123",227567,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",45.52195,-123.9505,0
"37328",239572,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",42.6407,-122.687,0
"62737",197192,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",37.92145,-122.197,0
"65290",195185,"Cuphophyllus russocoriaceus (Berk. & Jos.K. Mill.) Bon",37.9359,-122.552,0
"6768",259921,"Cuphophyllus subviolaceus (Peck) Bon",42.6643,-80.5223,0
"37267",224433,"Cuphophyllus subviolaceus (Peck) Bon",42.78625,-80.198,0
"38475",239748,"Cuphophyllus subviolaceus (Peck) Bon",39.49485,-76.28565,0
"38869",222584,"Cuphophyllus subviolaceus (Peck) Bon",42.78625,-80.198,0
"40862",220729,"Cuphophyllus subviolaceus (Peck) Bon",42.0311,-78.67215,0
"1331",267842,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.81525,-122.163,0
"2423",266933,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.72315,-122.0545,0
"2431",266807,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.72315,-122.0545,0
"3181",266878,"Cuphophyllus virgineus (Wulfen) Kovalenko",38.4245,-120.642,0
"4413",263783,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.80725,-122.158,0
"5908",261033,"Cuphophyllus virgineus (Wulfen) Kovalenko",42.8341,-80.1493,0
"6510",260218,"Cuphophyllus virgineus (Wulfen) Kovalenko",42.82125,-80.14945,0
"6926",259770,"Cuphophyllus virgineus (Wulfen) Kovalenko",42.8341,-80.1493,0
"6994",259632,"Cuphophyllus virgineus (Wulfen) Kovalenko",42.8341,-80.1493,0
"9593",257737,"Cuphophyllus virgineus (Wulfen) Kovalenko",39.7944,-74.277,0
"11369",255411,"Cuphophyllus virgineus (Wulfen) Kovalenko",42.6643,-80.5223,0
"11894",255727,"Cuphophyllus virgineus (Wulfen) Kovalenko",41.2388,-76.1,0
"32128",230428,"Cuphophyllus virgineus (Wulfen) Kovalenko",38.4416,-122.508,0
"33339",228844,"Cuphophyllus virgineus (Wulfen) Kovalenko",32.49065,-94.7762,0
"35144",227825,"Cuphophyllus virgineus (Wulfen) Kovalenko",38.03965,-122.8095,0
"36233",225710,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.8997,-122.248,0
"36954",224980,"Cuphophyllus virgineus (Wulfen) Kovalenko",48.5215,-123.4155,0
"38277",223696,"Cuphophyllus virgineus (Wulfen) Kovalenko",41.2388,-76.1,0
"38493",224296,"Cuphophyllus virgineus (Wulfen) Kovalenko",42.7521,-80.27135,0
"43376",218359,"Cuphophyllus virgineus (Wulfen) Kovalenko",41.2388,-76.1,0
"44347",247432,"Cuphophyllus virgineus (Wulfen) Kovalenko",35.60885,-82.32775,0
"44389",247331,"Cuphophyllus virgineus (Wulfen) Kovalenko",35.60885,-82.32775,0
"45739",219461,"Cuphophyllus virgineus (Wulfen) Kovalenko",39.82395,-84.91325,0
"60858",202434,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.025,-122.058,0
"62812",197113,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.9781,-122.2685,0
"63824",196308,"Cuphophyllus virgineus (Wulfen) Kovalenko",37.2406,-122.0915,0
"10548",256387,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"11209",255793,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"14988",264553,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",38.9124,-78.1911,0
"15030",264510,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",38.9124,-78.1911,0
"15833",251211,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",42.12865,-87.89395,0
"17956",248913,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",42.77485,-80.9823,0
"18590",248469,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"19368",247008,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",39.49485,-76.28565,0
"21176",260701,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",40.19325,-82.99785,0
"21493",244800,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.55995,-72.4292,0
"22170",244045,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",40.307,-74.86385,0
"43126",218361,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"47503",214856,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.23105,-74.8971,0
"48500",214086,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"52098",210412,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"53198",217507,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",40.9407,-73.9939,0
"53355",209316,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",41.2388,-76.1,0
"53982",208812,"Cyanoboletus pulverulentus (Opat.) Gelardi Vizzini & Simonini",40.31395,-79.54855,0
"24827",247519,"Cyathicula cyathoidea (Bull.) Thüm.",39.6304,-120.541,0
"13338",263073,"Cyathus Haller",41.55765,-87.3375,0
"14282",252689,"Cyathus Haller",43.10645,-80.2855,0
"23517",247801,"Cyathus Haller",35.39385,-93.3444,0
"30566",234381,"Cyathus Haller",39.5902,-119.841,0
"35053",227286,"Cyathus Haller",35.04995,-85.40015,0
"39562",221888,"Cyathus Haller",33.90245,-83.3843,0
"52003",210525,"Cyathus helenae H.J. Brodie",41.96885,-89.3833,0
"59833",202908,"Cyathus helenae H.J. Brodie",47.12665,-122.853,0
"11",270081,"Cyathus olla (Batsch) Pers.",33.34165,-118.3275,0
"6525",260188,"Cyathus olla (Batsch) Pers.",37.8827,-122.3,0
"11715",255012,"Cyathus olla (Batsch) Pers.",41.3264,-75.90695,0
"49746",212337,"Cyathus olla (Batsch) Pers.",44.28215,-87.6598,0
"66205",194078,"Cyathus olla (Batsch) Pers.",37.74315,-121.1245,0
"55531",207412,"Cyathus sect. Eucyathus",39.3544,-86.3493,0
"21606",246867,"Cyathus stercoreus (Schwein.) De Toni",39.32605,-82.10325,0
"44982",254251,"Cyathus stercoreus (Schwein.) De Toni",42.2618,-83.07095,0
"49088",213154,"Cyathus stercoreus (Schwein.) De Toni",47.74125,-122.3045,0
"63905",196209,"Cyathus stercoreus (Schwein.) De Toni",37.88145,-122.1815,0
"5860",261151,"Cyathus striatus (Huds.) Willd.",40.7156,-80.59575,0
"8668",263594,"Cyathus striatus (Huds.) Willd.",41.55765,-87.3375,0
"8669",263593,"Cyathus striatus (Huds.) Willd.",41.55765,-87.3375,0
"8670",263577,"Cyathus striatus (Huds.) Willd.",41.55765,-87.3375,0
"8671",263458,"Cyathus striatus (Huds.) Willd.",41.55765,-87.3375,0
"8673",262710,"Cyathus striatus (Huds.) Willd.",41.55765,-87.3375,0
"10492",257699,"Cyathus striatus (Huds.) Willd.",45.42705,-122.819,0
"13676",253297,"Cyathus striatus (Huds.) Willd.",39.08695,-77.154,0
"42643",218634,"Cyathus striatus (Huds.) Willd.",39.84035,-84.844,0
"44560",247160,"Cyathus striatus (Huds.) Willd.",35.60885,-82.32775,0
"45408",216507,"Cyathus striatus (Huds.) Willd.",45.6575,-122.665,0
"48084",214249,"Cyathus striatus (Huds.) Willd.",34.1433,-118.055,0
"9603",257724,"Cyclocybe erebia (Fr.) Vizzini & Matheny",39.7944,-74.277,0
"11903",255712,"Cyclocybe erebia (Fr.) Vizzini & Matheny",41.2388,-76.1,0
"12473",254443,"Cyclocybe erebia (Fr.) Vizzini & Matheny",42.78625,-80.198,0
"13408",253582,"Cyclocybe erebia (Fr.) Vizzini & Matheny",48.20645,-122.6215,0
"14344",253004,"Cyclocybe erebia (Fr.) Vizzini & Matheny",48.8657,-124.64,0
"38201",223359,"Cyclocybe erebia (Fr.) Vizzini & Matheny",45.5198,-122.545,0
"43179",218175,"Cyclocybe erebia (Fr.) Vizzini & Matheny",42.7616,-80.394,0
"43310",217991,"Cyclocybe erebia (Fr.) Vizzini & Matheny",42.78625,-80.198,0
"43549",229958,"Cyclocybe erebia (Fr.) Vizzini & Matheny",42.78625,-80.198,0
"46036",218990,"Cyclocybe erebia (Fr.) Vizzini & Matheny",46.9911,-72.18025,0
"46543",219750,"Cyclocybe erebia (Fr.) Vizzini & Matheny",39.78965,-84.9714,0
"48509",214077,"Cyclocybe erebia (Fr.) Vizzini & Matheny",41.44685,-76.46525,0
"497",269663,"Cylindrobasidium evolvens (Fr.) Jülich",44.5056,-87.9339,0
"54906",209188,"Cymatoderma caperatum (Berk. & Mont.) D.A. Reid",30.95295,-91.521,0
"39509",222958,"Cynipidae",43.0844,-89.42385,0
"5864",261123,"Cyphellaceae sensu lato",34.39395,-82.3511,0
"32143",230313,"Cyphellaceae sensu lato",37.02075,-121.788,0
"61220",202464,"Cyphellaceae sensu lato",45.86125,-123.1835,0
"7005",259620,"Cyptotrama asprata (Berk.) Redhead & Ginns",42.8341,-80.1493,0
"13401",253772,"Cyptotrama asprata (Berk.) Redhead & Ginns",41.34015,-75.8912,0
"13493",253526,"Cyptotrama asprata (Berk.) Redhead & Ginns",42.0311,-78.67215,0
"20106",246155,"Cyptotrama asprata (Berk.) Redhead & Ginns",42.49095,-71.8945,0
"22374",243901,"Cyptotrama asprata (Berk.) Redhead & Ginns",44.3985,-87.81615,0
"23380",242952,"Cyptotrama asprata (Berk.) Redhead & Ginns",41.08175,-75.89205,0
"24063",242299,"Cyptotrama asprata (Berk.) Redhead & Ginns",40.9551,-75.4063,0
"43017",218294,"Cyptotrama asprata (Berk.) Redhead & Ginns",42.6643,-80.5223,0
"44496",247224,"Cyptotrama asprata (Berk.) Redhead & Ginns",35.60885,-82.32775,0
"49394",212830,"Cyptotrama asprata (Berk.) Redhead & Ginns",42.78625,-80.198,0
"53335",209340,"Cyptotrama asprata (Berk.) Redhead & Ginns",45.7998,-77.13975,0
"55512",207703,"Cyptotrama asprata (Berk.) Redhead & Ginns",41.08175,-75.89205,0
"56090",206768,"Cyptotrama asprata (Berk.) Redhead & Ginns",40.70685,-80.6459,0
"56209",206649,"Cyptotrama asprata (Berk.) Redhead & Ginns",41.08175,-75.89205,0
"56389",206470,"Cyptotrama asprata (Berk.) Redhead & Ginns",42.78625,-80.198,0
"56591",206613,"Cyptotrama asprata (Berk.) Redhead & Ginns",41.43815,-75.2766,0
"1873",267542,"Cystoderma amianthinum (Scop.) Fayod",38.39665,-122.8355,0
"6051",260792,"Cystoderma amianthinum (Scop.) Fayod",42.70285,-80.3454,0
"6095",260710,"Cystoderma amianthinum (Scop.) Fayod",42.70285,-80.3454,0
"7755",259190,"Cystoderma amianthinum (Scop.) Fayod",48.1781,-122.6025,0
"8187",258799,"Cystoderma amianthinum (Scop.) Fayod",41.2388,-76.1,0
"11614",255078,"Cystoderma amianthinum (Scop.) Fayod",42.6812,-80.32955,0
"11893",255728,"Cystoderma amianthinum (Scop.) Fayod",41.2388,-76.1,0
"37149",224637,"Cystoderma amianthinum (Scop.) Fayod",41.29215,-76.12625,0
"37559",223999,"Cystoderma amianthinum (Scop.) Fayod",41.6104,-71.84035,0
"38079",223495,"Cystoderma amianthinum (Scop.) Fayod",48.5215,-123.4155,0
"39546",221920,"Cystoderma amianthinum (Scop.) Fayod",42.8341,-80.1493,0
"39888",228097,"Cystoderma amianthinum (Scop.) Fayod",42.6812,-80.32955,0
"44508",247212,"Cystoderma amianthinum (Scop.) Fayod",35.60885,-82.32775,0
"6177",260543,"Cystoderma amianthinum var. rugosoreticulatum (F. Lorinser) Bon",42.70285,-80.3454,0
"6308",260514,"Cystoderma amianthinum var. rugosoreticulatum (F. Lorinser) Bon",42.70285,-80.3454,0
"10302",256438,"Cystoderma amianthinum var. rugosoreticulatum (F. Lorinser) Bon",42.6812,-80.32955,0
"10769",255954,"Cystoderma amianthinum var. rugosoreticulatum (F. Lorinser) Bon",42.6643,-80.5223,0
"14662",252427,"Cystoderma amianthinum var. rugosoreticulatum (F. Lorinser) Bon",44.20165,-90.30065,0
"43204",218145,"Cystoderma amianthinum var. rugosoreticulatum (F. Lorinser) Bon",42.7616,-80.394,0
"3172",266889,"Cystoderma carcharias var. fallax (A.H. Smith & Singer) I. Saar",38.4245,-120.642,0
"35279",227441,"Cystoderma carcharias var. fallax (A.H. Smith & Singer) I. Saar",38.4245,-120.642,0
"47196",220224,"Cystoderma carcharias var. fallax (A.H. Smith & Singer) I. Saar",35.80925,-105.769,0
"47197",220224,"Cystoderma carcharias var. fallax (A.H. Smith & Singer) I. Saar",35.80925,-105.769,0
"8879",258300,"Cystoderma fallax A.H. Sm. & Singer",45.5795,-123.951,0
"36101",226216,"Cystoderma fallax A.H. Sm. & Singer",37.15495,-122.192,0
"40609",220870,"Cystoderma fallax A.H. Sm. & Singer",46.16355,-121.5665,0
"41276",220480,"Cystoderma fallax A.H. Sm. & Singer",47.30845,-121.3125,0
"4506",264375,"Cystoderma Fayod",46.1982,-123.987,0
"7302",261439,"Cystoderma Fayod",45.5099,-122.7185,0
"9358",257376,"Cystoderma Fayod",42.7616,-80.394,0
"13805",252979,"Cystoderma Fayod",45.4258,-122.551,0
"38680",222827,"Cystoderma Fayod",42.6812,-80.32955,0
"41246",220593,"Cystoderma Fayod",45.5795,-123.951,0
"41502",220110,"Cystoderma Fayod",43.99105,-124.1045,0
"41718",219829,"Cystoderma Fayod",44.3102,-124.09,0
"42268",218915,"Cystoderma Fayod",42.6812,-80.32955,0
"42968",218839,"Cystoderma Fayod",47.87315,-121.8015,0
"45902",220665,"Cystoderma Fayod",45.40545,-78.88685,0
"59931",202651,"Cystoderma Fayod",42.6812,-80.32955,0
"6343",260405,"Cystoderma jasonis (Cooke & Massee) Harmaja",42.70285,-80.3454,0
"4603",263710,"Cystodermella cinnabarina (Alb. & Schwein.) Harmaja",39.8175,-74.5353,0
"5418",262316,"Cystodermella cinnabarina (Alb. & Schwein.) Harmaja",48.04405,-122.465,0
"19740",246527,"Cystodermella cinnabarina (Alb. & Schwein.) Harmaja",34.6939,-112.128,0
"44549",247171,"Cystodermella cinnabarina (Alb. & Schwein.) Harmaja",35.60885,-82.32775,0
"53450",209390,"Cystodermella cinnabarina (Alb. & Schwein.) Harmaja",38.813,-120.03,0
"9182",257619,"Cystodermella granulosa (Batsch) Harmaja",48.5215,-123.4155,0
"11113",255598,"Cystodermella granulosa (Batsch) Harmaja",42.6812,-80.32955,0
"41982",220296,"Cystodermella granulosa (Batsch) Harmaja",45.0825,-122.042,0
"10572",256184,"Cystolepiota fumosifolia (Murrill) Vellinga",40.153,-79.53935,0
"45886",235436,"Cystolepiota microspora (Murrill) Singer & Clémençon",46.72885,-72.1901,0
"13366",256797,"Cystolepiota petasiformis (Murrill) Vellinga",48.20645,-122.6215,0
"6195",263008,"Cystolepiota seminuda (Lasch) Bon",48.5215,-123.4155,0
"6213",261386,"Cystolepiota seminuda (Lasch) Bon",48.5215,-123.4155,0
"14540",253638,"Cystolepiota seminuda (Lasch) Bon",38.15365,-78.74835,0
"41665",219787,"Cystolepiota seminuda (Lasch) Bon",37.87415,-122.2385,0
"41717",219830,"Cystolepiota seminuda (Lasch) Bon",44.3102,-124.09,0
"63860",196272,"Cystolepiota seminuda (Lasch) Bon",37.2406,-122.0915,0
"36094",226223,"Cystolepiota Singer",37.15495,-122.192,0
"41706",220089,"Cystolepiota Singer",44.3102,-124.09,0
"43409",217904,"Cystolepiota Singer",42.6812,-80.32955,0
"57779",205078,"Cystolepiota Singer",34.1433,-118.055,0
"63847",196285,"Cystolepiota Singer",37.2406,-122.0915,0
"279",269691,"Dacrymyces capitatus Schwein.",37.99795,-122.207,0
"31603",259952,"Dacrymyces capitatus Schwein.",37.75725,-122.119,0
"32568",259862,"Dacrymyces capitatus Schwein.",37.72315,-122.0545,0
"40474",221772,"Dacrymyces capitatus Schwein.",40.29635,-123.824,0
"62088",198476,"Dacrymyces capitatus Schwein.",37.0038,-122.0555,0
"1226",268111,"Dacrymyces chrysospermus Berk. & M.A. Curtis",41.25305,-76.04695,0
"1877",267410,"Dacrymyces chrysospermus Berk. & M.A. Curtis",41.25305,-76.04695,0
"2746",266099,"Dacrymyces chrysospermus Berk. & M.A. Curtis",33.3284,-118.348,0
"3466",265446,"Dacrymyces chrysospermus Berk. & M.A. Curtis",37.75725,-122.119,0
"3611",266145,"Dacrymyces chrysospermus Berk. & M.A. Curtis",39.20395,-121.044,0
"4505",264376,"Dacrymyces chrysospermus Berk. & M.A. Curtis",46.1982,-123.987,0
"4539",263352,"Dacrymyces chrysospermus Berk. & M.A. Curtis",46.8976,-122.943,0
"4709",263694,"Dacrymyces chrysospermus Berk. & M.A. Curtis",41.19255,-76.0182,0
"7269",261478,"Dacrymyces chrysospermus Berk. & M.A. Curtis",45.5099,-122.7185,0
"7910",258873,"Dacrymyces chrysospermus Berk. & M.A. Curtis",42.8341,-80.1493,0
"7974",258888,"Dacrymyces chrysospermus Berk. & M.A. Curtis",41.29215,-76.12625,0
"8218",258548,"Dacrymyces chrysospermus Berk. & M.A. Curtis",43.5006,-70.3862,0
"8662",265136,"Dacrymyces chrysospermus Berk. & M.A. Curtis",48.54695,-123.486,0
"8874",258371,"Dacrymyces chrysospermus Berk. & M.A. Curtis",45.5795,-123.951,0
"10219",256628,"Dacrymyces chrysospermus Berk. & M.A. Curtis",43.5006,-70.3862,0
"14836",264706,"Dacrymyces chrysospermus Berk. & M.A. Curtis",38.9124,-78.1911,0
"23460",242936,"Dacrymyces chrysospermus Berk. & M.A. Curtis",41.13225,-76.15375,0
"27676",238007,"Dacrymyces chrysospermus Berk. & M.A. Curtis",41.0288,-75.50855,0
"31417",231629,"Dacrymyces chrysospermus Berk. & M.A. Curtis",47.5553,-122.2515,0
"32049",259959,"Dacrymyces chrysospermus Berk. & M.A. Curtis",37.80725,-122.158,0
"33785",228441,"Dacrymyces chrysospermus Berk. & M.A. Curtis",37.2935,-122.2585,0
"34176",231041,"Dacrymyces chrysospermus Berk. & M.A. Curtis",38.57535,-123.313,0
"34704",227396,"Dacrymyces chrysospermus Berk. & M.A. Curtis",48.06185,-122.51,0
